id,wordEn,pos,cefrLevel,fromOxford,rank,frequency,difficultyScore,phoneticUs,phoneticUk,phoneticAr,translit,syllabify,definitionEn,definitionAr,usageNote,category,primarySense,semanticTags,register,mnemonicAr,examples,collocations,synonyms,antonyms,relatedWords,wordFamily,arabicAr,frenchFr,germanDe,spanishEs,chineseZh,russianRu,portuguesePt,japaneseJa,italianIt,turkishTr,unitId,stratum,in_ielts
4987,grasp,verb,C1,1,4987,5,8,ɡɹæsp,ɡrɑːsp,جْرَاسْب,Yumsik / Yafham,,To seize and hold firmly; to understand fully.,يمسك حاجة جامد بإيده، أو يفهم موضوع صعب ويستوعبه.,Can imply a quick or eager action 'grasp the opportunity'.,Mind & Thinking,Action,"[""#Action"", ""#Knowledge"", ""#Control""]",Neutral,نفس فكرة 'Grab'.. بس 'Grasp' فيها معنى إنك متبت في الحاجة أو متبت في الفكرة وفهمتها.,"{""A1"": ""Grasp the handle firmly."", ""A2"": ""He grasped my hand."", ""B1"": ""You should grasp this opportunity."", ""B2"": ""I couldn't quite grasp what he meant."", ""C1"": ""It took time to grasp the complexity of the situation."", ""C2"": ""The theory is difficult to grasp for the uninitiated.""}","[""grasp the nettle"", ""grasp an opportunity"", ""grasp the meaning"", ""fail to grasp""]","[""seize"", ""clutch"", ""comprehend"", ""realize""]","[""release"", ""misunderstand""]","{""en"": [""grab"", ""hold"", ""understand""], ""ar"": [""يمسك"", ""يفهم""]}","{""noun"":""grasp"",""verb"":""grasp"",""adj"":""grasping""}",يمسك / يفهم,saisir,greifen,agarrar,抓住 (Zhuāzhù),схватывать,agarrar,掴む (Tsukamu),afferrare,kavramak,C1_15,CEFR_C1,False
6077,indictment,noun,C1,1,6077,5,9,ɪnˈdaɪt.mənt,,إِنْدَايْتْمَنْت,Lāʾiḥat Ittihām,in•dict•ment,A formal charge or accusation of a serious crime.,اتهام رسمي في المحكمة، أو دليل قوي على إن فيه حاجة غلط في النظام.,The 'c' is silent! Pronounced 'in-dite-ment'.,Social Life & Communication,Communication,"[""#Law"", ""#Court"", ""#Crime"", ""#Justice""]",Formal,في نصها كلمة 'Dict' زي 'Dictate' 'يملي'.. الـ 'Indictment' هي الوثيقة اللي بتتملى فيها الاتهامات.,"{""A1"": ""Wait for the indictment."", ""A2"": ""The indictment listed his crimes."", ""B1"": ""He faced an indictment for fraud."", ""B2"": ""The grand jury issued an indictment against the mayor."", ""C1"": ""The report serves as a damning indictment of the education system."", ""C2"": ""The prosecutor secured an indictment on multiple counts of corruption.""}","[""bring an indictment"", ""damning indictment"", ""federal indictment"", ""sealed indictment""]","[""charge"", ""accusation"", ""allegation"", ""impeachment""]","[""acquittal"", ""exoneration""]","{""en"": [""indict"", ""accuse"", ""charge"", ""prosecute""], ""ar"": [""يتهم"", ""اتهام"", ""يقاضي"", ""ادعاء""]}","{""noun"":""indicter"",""verb"":""indict"",""adj"":""indictable""}",لائحة اتهام,acte d'accusation,Anklage,acusación formal,起诉书 (Qǐsù shū),обвинительный акт,indiciamento,起訴 (Kiso),rinvio a giudizio,iddianame,C1_25,CEFR_C1,False
7083,creditor,noun,C1,0,7083,5,9,ˈkrɛdɪtər,ˈkrɛdɪtə,كْرِدِتَر,Al-dā'in / Dā'in,cred•i•tor,A person or company to whom money is owed.,الدائن، الشخص أو البنك اللي ليه فلوس عند حد تاني.,Opposite of 'Debtor' (the one who owes). Think Credit Card -> Bank is the Creditor.,General / Common,Person,"[""#Debt"", ""#Money"", ""#Bank""]",Neutral,جاي من 'Credit' 'ائتمان'.. الـ 'Creditor' هو اللي بيديك الـ Credit ده,"{""A1"": ""I paid the creditor."", ""A2"": ""The bank is my creditor."", ""B1"": ""He owes money to several creditors."", ""B2"": ""The company met with its creditors to discuss payment."", ""C1"": ""The creditors voted to liquidate the assets."", ""C2"": ""Secured creditors have priority over unsecured ones in bankruptcy.""}","[""secured creditor"", ""pay creditors"", ""creditor protection""]","[""lender"", ""loaner"", ""banker""]","[""debtor"", ""borrower""]","{""en"": [""credit"", ""credible"", ""accredit""], ""ar"": [""دَين"", ""قرض"", ""سداد""]}","{""noun"":""creditor"",""verb"":""credit"",""adj"":""creditable""}",الدائن / دائن,créancier,Gläubiger,acreedor,债权人 (Zhàiquánrén),кредитор,credor,債権者 (Saikensha),creditore,alacaklı,C1_36,CEFR_C1,False
6824,purchaser,noun,C1,0,6824,5,9,ˈpɜːrtʃəsər,,بِرْتِشَسَر,Mushtarī,pur•chas•er,A person who buys something.,الشخص اللي بيدفع فلوس عشان يشتري حاجة، زي الزبون بس كلمة رسمية شوية.,More formal than 'buyer'.,General / Common,Person,"[""#Business"", ""#Shopping"", ""#Trade""]",Formal,جاي من 'Purchase' 'شراء'.. الـ 'Purchaser' هو اللي بيتمم الصفقة.,"{""A1"": ""The purchaser pays money."", ""A2"": ""He is the purchaser of the car."", ""B1"": ""The purchaser signed the contract."", ""B2"": ""We need to find a purchaser for the house."", ""C1"": ""The prospective purchaser inspected the property."", ""C2"": ""The warranty is only valid for the original purchaser.""}","[""potential purchaser"", ""prospective purchaser"", ""find a purchaser""]","[""buyer"", ""customer"", ""consumer""]","[""seller"", ""vendor""]","{""en"": [""purchase"", ""buy"", ""sale""], ""ar"": [""شراء"", ""يشتري"", ""بيع""]}","{""noun"":""purchaser"",""verb"":""purchase"",""adj"":""purchasable""}",مشتري,acheteur,Käufer,comprador,购买者 (Gòumǎizhě),покупатель,comprador,購入者 (Kōnyūsha),acquirente,alıcı,C1_33,CEFR_C1,False
6964,modesty,noun,C1,0,6964,5,8,ˈmɑdəsti,ˈmɒdɪstɪ,مُدِسْتي,Tawadue,mod•esty,The quality of being humble and not vain.,التواضع، إنك ما تتفاخرش بنفسك زيادة عن اللزوم، وتكون بسيط في تعاملك ولبسك.,Can refer to behavior (humility) or dress (decency).,General / Common,Attribute,"[""#Character"", ""#Virtue"", ""#Behavior""]",Neutral,جاية من 'Mode' 'طريقة'.. طريقتك تكون 'Modest' 'متواضعة' ومش مغرورة.,"{""A1"": ""She shows great modesty."", ""A2"": ""Modesty is a good quality."", ""B1"": ""He accepted the award with modesty."", ""B2"": ""Her modesty prevented her from bragging about her success."", ""C1"": ""The modesty of the building belied its expensive interior."", ""C2"": ""False modesty can sometimes be more annoying than arrogance.""}","[""false modesty"", ""with modesty"", ""modesty forbade""]","[""humility"", ""shyness"", ""reserve"", ""simplicity""]","[""arrogance"", ""vanity"", ""pride""]","{""en"": [""modest"", ""mode"", ""moderate"", ""humble""], ""ar"": [""متواضع"", ""طريقة"", ""معتدل"", ""خاشع""]}","{""noun"":""modesty"",""adj"":""modest"",""adv"":""modestly""}",تواضع,modestie,Bescheidenheit,modestia,谦逊 (Qiānxùn),скромность,modéstia,謙虚 (Kenkyo),modestia,alçakgönüllülük,C1_35,CEFR_C1,False
4084,ash,noun,C1,1,4084,4,8,æʃ,,أَش,Ramād,,The soft gray powder that remains after something has been burned.,البودرة الرصاصي اللي بتفضل بعد ما الخشب أو السجاير تتحرق.,Can also refer to a type of tree (Ash tree).,Food & Drink,Object,"[""#Fire"", ""#Residue"", ""#Volcano""]",Neutral,صوت 'أش'.. كأن حاجة اتحرقت وبقت رماد. أو افتكر 'Ashtray' 'طفاية السجائر'.,"{""A1"": ""There is ash in the fireplace."", ""A2"": ""Cigarette ash is dirty."", ""B1"": ""The volcano threw ash into the air."", ""B2"": ""She cleaned the ash from the stove."", ""C1"": ""The city was covered in volcanic ash."", ""C2"": ""From the ashes of the old empire, a new nation was born.""}","[""volcanic ash"", ""cigarette ash"", ""rise from the ashes"", ""turn to ash""]","[""cinders"", ""soot"", ""residue""]",[],"{""en"": [""fire"", ""burn"", ""smoke"", ""volcano""], ""ar"": [""نار"", ""حرق"", ""دخان"", ""بركان""]}","{""noun"":""ash"",""adj"":""ashen""}",رماد,cendre,Asche,ceniza,灰 (Huī),пепел,cinza,灰 (Hai),cenere,kül,C1_09,CEFR_C1,False
6384,wicket,noun,C1,0,6384,5,8,ˈwɪkɪt,,وِيكِت,Bawaabat saghira / Al-Waykiat,wick•et,"A small door or gate, especially one beside a larger one.",باب صغير أو شباك تذاكر، أو في الكريكيت العواميد اللي ورا اللاعب.,Most common in Cricket context (the stumps).,Objects & Tools,Object,"[""#Cricket"", ""#Architecture"", ""#Sports""]",Neutral,'Wicket' قريبة من 'Ticket'.. بتشتري الـ 'Ticket' من الـ 'Wicket' 'الشباك الصغير'.,"{""A1"": ""The wicket is small."", ""A2"": ""Open the wicket gate."", ""B1"": ""He bought a ticket at the wicket."", ""B2"": ""The bowler hit the wicket."", ""C1"": ""They lost five wickets in the match."", ""C2"": ""The medieval castle had a small wicket for late arrivals.""}","[""wicket gate"", ""take a wicket"", ""sticky wicket""]","[""gate"", ""door"", ""stumps""]",[],"{""en"": [""cricket"", ""gatekeeper""], ""ar"": [""كريكيت"", ""بوابة""]}","{""noun"":""wicket""}",بوابة صغيرة,guichet,Pförtchen,ventanilla,小门 (Xiǎomén),калитка,postigo,ウィケット (Wiketto),sportello,gişe,C1_28,CEFR_C1,False
6650,ox,noun,C1,0,6650,5,8,ˈɒks,ˈɑks,أُوكْس,Thawr,,A castrated bull used as a draft animal.,الثور اللي بيستخدموه في الحقل لجر المحراث.,"Plural is 'oxen'. Used for labor, unlike a regular bull.",Nature & Science,Object,"[""#Animal"", ""#Farm"", ""#Strength""]",Neutral,حيوان قوي بيجر المحراث.. كلمة قصيرة 'Ox' بس بتوصف حيوان ضخم.,"{""A1"": ""The ox is big."", ""A2"": ""The ox pulls the cart."", ""B1"": ""Farmers use oxen to plow fields."", ""B2"": ""The ox is a symbol of strength."", ""C1"": ""They roasted a whole ox for the feast."", ""C2"": ""The yoke was heavy on the neck of the ox.""}","[""strong as an ox"", ""ox cart"", ""wild ox""]","[""bull"", ""steer"", ""bullock""]",[],"{""en"": [""oxen"", ""cow"", ""bull""], ""ar"": [""ثيران"", ""بقرة"", ""ثور""]}","{""noun"":""ox""}",ثَوْر,bœuf,Ochse,buey,公牛 (Gōngniú),вол,boi,雄牛 (Oushi),bue,öküz,C1_31,CEFR_C1,False
4969,dense,adj,C1,1,4969,5,7,dens,,دِنْس,Kathīfah / Kathīf / Kathth,,Closely compacted in substance; having parts crowded together.,حاجة مليانة ومكبوسة في بعضها، زي غابة شجرها كتير أو ضباب تقيل مش شايف منه حاجة.,"Can describe physical objects (fog, forest) or abstract concepts (dense writing).",General / Common,Quality,"[""#Physics"", ""#Nature"", ""#Texture"", ""#Crowded""]",Neutral,كلمة 'Dense' قريبة من 'Dance'.. تخيل صالة رقص زحمة جداً والناس 'Dense' يعني لازقين في بعض.,"{""A1"": ""The forest is thick."", ""A2"": ""We walked through dense fog."", ""B1"": ""The population is very dense in the city center."", ""B2"": ""This cake has a very dense texture."", ""C1"": ""The book is difficult due to its dense prose."", ""C2"": ""Neutron stars are composed of incredibly dense matter.""}","[""dense fog"", ""dense forest"", ""dense population"", ""nutrient dense""]","[""thick"", ""compact"", ""crowded"", ""compressed""]","[""sparse"", ""thin"", ""light""]","{""en"": [""density"", ""thick"", ""heavy"", ""solid""], ""ar"": [""كثافة"", ""سميك"", ""ثقيل"", ""صلb""]}","{""noun"": ""density"", ""verb"": ""densify"", ""adj"": ""dense"", ""adv"": ""densely""}",كثيفة / كثيف / كث,dense,dicht,denso,密集的 (Mìjí de),плотный,denso,密集した (Misshū shita),denso,yoğun,C1_15,CEFR_C1,False
5786,forge,verb,C1,1,5786,5,8,fɔːrdʒ,,فُورْج,Yaṣūgh / Yuzawwir,,To make or shape a metal object by heating it; OR to produce a fraudulent copy.,ليها معنيين: يا إما يشكل الحديد بالنار، يا إما يزور حاجة زي توقيع أو فلوس.,Context determines meaning: 'forge a sword' vs 'forge a signature'. Also 'forge a relationship' (build strong).,Objects & Tools,Action,"[""#Create"", ""#Crime"", ""#Metal""]",Neutral,زي ما الحداد بيشكل الحديد، المزور ممكن 'Forge' توقيع يعني 'يشكله' ويزوره.,"{""A1"": ""He forges metal."", ""A2"": ""Do not forge my name."", ""B1"": ""They forged a strong friendship."", ""B2"": ""He was caught trying to forge a passport."", ""C1"": ""The team forged ahead despite the difficulties."", ""C2"": ""The criminal enterprise was set up to forge luxury goods.""}","[""forge a signature"", ""forge a relationship"", ""forge ahead"", ""forge money""]","[""fake"", ""counterfeit"", ""shape"", ""build""]","[""destroy"", ""authenticate""]","{""en"": [""forgery"", ""counterfeit"", ""fraud""], ""ar"": [""تزوير"", ""زائف"", ""احتيال""]}","{""noun"":""forgery"",""verb"":""forge"",""adj"":""forged""}",يصيغ / يزور,forger,schmieden,forjar,伪造 (Wěizào),ковать,forjar,偽造する (Gizō suru),falsificare,sahtesini yapmak,C1_23,CEFR_C1,False
5496,blend,noun,C1,1,5496,5,7,blɛnd,blend,بْلِنْد,Mazīj / Khalīṭ,,A mixture of different things or qualities.,خليط أو مزيج من حاجات مختلفة مع بعض، زي القهوة أو الألوان.,Often implies a harmonious mix (blend of styles).,General / Common,Object,"[""#Mixture"", ""#Cooking"", ""#Composition""]",Neutral,أكيد عارف الـ 'Blender' 'الخلاط'.. هو اللي بيعمل الـ 'Blend'.,"{""A1"": ""I like this tea blend."", ""A2"": ""A blend of red and blue makes purple."", ""B1"": ""The sauce is a blend of herbs and spices."", ""B2"": ""The building is a nice blend of old and new styles."", ""C1"": ""His music is a unique blend of jazz and rock."", ""C2"": ""The population is a rich cultural blend.""}","[""unique blend"", ""perfect blend"", ""coffee blend"", ""blend of""]","[""mixture"", ""mix"", ""combination"", ""hybrid""]","[""separation""]","{""en"": [""blender"", ""mix"", ""combine""], ""ar"": [""خلاط"", ""خلط"", ""يمزج""]}","{""noun"":""blend"",""verb"":""blend"",""adj"":""blended""}",مَزِيج / خَلِيط,mélange,Mischung,mezcla,混合物 (Hùnhéwù),смесь,mistura,混合 (Kongō),miscela,karışım,C1_17,CEFR_C1,False
2651,cabinet,noun,C1,1,2651,4,7,ˈkæbɪnət,,كَابِنِت,Khizāna / Majlis al-Wuzarāʾ,cab•i•net,"A cupboard with shelves, or a group of senior government ministers.",يا إما دولاب أو خزانة صغيرة، يا إما مجلس الوزراء 'الحكومة'.,Context determines meaning: 'kitchen cabinet' (cupboard) vs 'The Cabinet met today' (government).,Objects & Tools,Object,"[""#Furniture"", ""#Politics"", ""#Government""]",Neutral,زي 'Cabin' 'كابينة' صغيرة.. الحكومة بتجتمع في أوضة صغيرة، والدولاب أوضة صغيرة للحاجات.,"{""A1"": ""The plates are in the cabinet."", ""A2"": ""We bought a new bathroom cabinet."", ""B1"": ""The file is in the filing cabinet."", ""B2"": ""The President met with his Cabinet."", ""C1"": ""A cabinet reshuffle is expected next week."", ""C2"": ""The cabinet approved the new economic policy unanimously.""}","[""kitchen cabinet"", ""filing cabinet"", ""cabinet meeting"", ""cabinet minister""]","[""cupboard"", ""locker"", ""council"", ""ministry""]",[],"{""en"": [""cabin"", ""cabinetry""], ""ar"": [""خزانة"", ""وزارة"", ""دولاب""]}","{""noun"":""cabinet""}",مجلس الوزراء / خزانة / حجرة صغيرة,armoire / cabinet,Schrank / Kabinett,gabinete,内阁 (Nèigé),кабинет,gabinete,内閣 (Naikaku),gabinetto,kabine,C1_02,CEFR_C1,False
6858,maize,noun,C1,0,6858,5,7,meɪz,,مَيْز,Dhurra,,A tall cereal plant with large grains; corn.,الذرة.. النبات اللي بناكله أو بنعمل منه دقيق.,Common in British English and scientific contexts; 'corn' is used in US.,Nature & Science,Object,"[""#Food"", ""#Plant"", ""#Agriculture""]",Neutral,شبه 'Maze' 'متاهة'.. حقول الـ 'Maize' 'الذرة' بتبقى طويلة وممكن تتوه فيها زي المتاهة.,"{""A1"": ""They grow maize."", ""A2"": ""Maize is yellow."", ""B1"": ""People use maize to make flour."", ""B2"": ""The maize harvest was good this year."", ""C1"": ""Maize is a staple food in many countries."", ""C2"": ""Genetic modification of maize has increased yields.""}","[""maize flour"", ""grow maize"", ""maize crop"", ""maize meal""]","[""corn""]",[],"{""en"": [""corn"", ""cereal"", ""harvest""], ""ar"": [""ذرة"", ""حبوب"", ""حصاد""]}","{""noun"":""maize""}",ذرة,maïs,Mais,maíz,玉米 (Yùmǐ),кукуруза,milho,トウモロコシ (Tōmorokoshi),mais,mısır,C1_34,CEFR_C1,False
5155,ritual,adj,C1,1,5155,4,9,ˈɹɪ.tʃu.əl,ˈrɪtʃʊəl,رِتْشُوَال,Ṭaqsī / Shaʿāʾirī,rit•u•al,Relating to or done as a religious or solemn rite.,حاجة بتتعمل بشكل ثابت ومنظم زي الطقوس الدينية أو العادات المقدسة.,"Describes actions done in a specific, repetitive order.",Actions & Processes,Attribute,"[""#Religion"", ""#Tradition"", ""#Ceremony"", ""#Custom""]",Neutral,جاية من 'Rite' 'طقس'.. الـ 'Ritual' هو الحاجة اللي بنكررها بانتظام زي الطقوس.,"{""A1"": ""It was a ritual dance."", ""A2"": ""They wore ritual masks."", ""B1"": ""The ritual slaughter of animals is traditional here."", ""B2"": ""Morning coffee became a ritual habit for him."", ""C1"": ""The emperor's power was largely ritual."", ""C2"": ""Anthropologists study the ritual significance of these objects.""}","[""ritual bath"", ""ritual dance"", ""ritual sacrifice""]","[""ceremonial"", ""rite-related"", ""formal""]","[""informal"", ""spontaneous""]","{""en"": [""rite"", ""ritualistic"", ""ritualize""], ""ar"": [""طقس"", ""شعيرة""]}","{""noun"": ""ritual"", ""verb"": ""ritualize"", ""adj"": ""ritual"", ""adv"": ""ritually""}",طقسي / شعائري,rituel,rituell,ritual,仪式的 (Yíshì de),ритуальный,ritual,儀式の (Gishiki no),rituale,törensel,C1_14,CEFR_C1,False
4426,invisible,adj,C1,1,4426,4,8,ɪnˈvɪzəb(ə)l,ɪnˈvɪzəbl,إِنْڤِزَبَل,Khafī / Ghayr marʾī,in•vis•i•ble,Impossible to see.,حاجة مستحيل تشوفها بعينك، زي الهوا أو الأشباح.,Prefix 'in-' means not; opposite of visible.,General / Common,Attribute,"[""#Sight"", ""#Hidden"", ""#Ghost"", ""#Magic""]",Neutral,'Visible' يعني متشاف.. 'In' بتنفي.. يبقى 'Invisible' مش متشاف.,"{""A1"": ""The wind is invisible."", ""A2"": ""Germs are invisible to the eye."", ""B1"": ""He felt invisible in the crowd."", ""B2"": ""The plane uses technology to be invisible to radar."", ""C1"": ""The invisible barrier between the two groups remained."", ""C2"": ""They discussed the concept of the 'invisible hand' in economics.""}","[""invisible man"", ""invisible ink"", ""invisible hand""]","[""unseen"", ""imperceptible"", ""hidden""]","[""visible"", ""seen"", ""obvious""]","{""en"": [""visible"", ""vision"", ""invisibility"", ""see""], ""ar"": [""مرئي"", ""رؤية"", ""اختفاء"", ""يرى""]}","{""noun"":""invisibility"",""adj"":""invisible"",""adv"":""invisibly""}",خفي,Invisible,Unsichtbar,Invisible,看不见的 (Kàn bùjiàn de),Невидимый,Invisível,見えない (Mienai),Invisibile,Görünmez,C1_11,CEFR_C1,False
3559,merely,adj,C1,1,3559,4,9,ˈmɪrli,ˈmɪəli,مِيرْلِي,Faqaṭ / Mujarrad,mere•ly,"Used to emphasize that something is not large, important, or effective.",كلمة بنستخدمها عشان نقول إن الحاجة دي بسيطة أو 'فقط' كذا، ومفيش حاجة تانية وراها.,Synonymous with 'only' or 'simply' but more formal.,General / Common,Quantity,"[""#Only"", ""#Just"", ""#Limit""]",Formal,شبه كلمة 'Mirror' 'مراية'.. هي 'Merely' 'مجرد' انعكاس للصورة.,"{""A1"": ""It is merely a toy."", ""A2"": ""I was merely asking a question."", ""B1"": ""He is merely a child, don't be angry."", ""B2"": ""The building was merely a shell after the fire."", ""C1"": ""It was not merely a coincidence; it was planned."", ""C2"": ""The distinction between the two theories is merely semantic.""}","[""not merely"", ""merely a"", ""merely because"", ""merely coincidence""]","[""only"", ""simply"", ""just"", ""purely""]","[""absolutely"", ""entirely""]","{""en"": [""mere"", ""barely""], ""ar"": [""مجرد"", ""بالكاد""]}","{""adj"":""mere"",""adv"":""merely""}",فقط / مجرد,simplement,bloß,simplemente,仅仅 (Jǐnjǐn),просто,meramente,単に (Tan ni),soltanto,sadece,C1_03,CEFR_C1,False
3614,equality,noun,C1,1,3614,4,7,ɪˈkwɑləti,iˈkwɒləti,إِكْوَالِتِي,Musāwāh,equal•i•ty,"The state of being equal, especially in status, rights, and opportunities.",المساواة، يعني كل الناس يكون ليهم نفس الحقوق والفرص ومفيش حد أحسن من حد.,Often paired with 'diversity' and 'inclusion'.,General / Common,Concept,"[""#Rights"", ""#Society"", ""#Fairness""]",Formal,جاية من 'Equal' 'يساوي'.. الـ 'Equality' هي إن الكفتين يكونوا قد بعض.,"{""A1"": ""We want equality."", ""A2"": ""Equality is important in sports."", ""B1"": ""They fight for gender equality."", ""B2"": ""The law guarantees equality for all citizens."", ""C1"": ""Racial equality remains a significant social goal."", ""C2"": ""Absolute economic equality is difficult to achieve in practice.""}","[""gender equality"", ""racial equality"", ""promote equality"", ""marriage equality""]","[""fairness"", ""parity"", ""egalitarianism"", ""sameness""]","[""inequality"", ""discrimination""]","{""en"": [""equal"", ""equally"", ""equalize""], ""ar"": [""مساوي"", ""يساوي"", ""عدل""]}","{""noun"": ""equality"", ""verb"": ""equalize"", ""adj"": ""equal"", ""adv"": ""equally""}",مساواة,égalité,Gleichheit,igualdad,平等 (Píngděng),равенство,igualdade,平等 (Byōdō),uguaglianza,eşitlik,C1_06,CEFR_C1,False
4379,mighty,adj,C1,0,4379,4,9,ˈmaɪti,,مَايْتِي,ʿAẓīm,,Possessing great and impressive power or strength.,قوي جداً وعظيم، زي جيش قوي أو بطل خارق ماحدش يقدر عليه.,"Often used in literary or poetic contexts (e.g., 'mighty warrior').",General / Common,Quality,"[""#Power"", ""#Strength"", ""#Great"", ""#Hero""]",Neutral,جاية من 'Might' 'قوة'.. زي 'Almighty' 'عظيم/قدير'. الـ 'Mighty' هو اللي عنده 'Might'.,"{""A1"": ""He is a mighty hero."", ""A2"": ""The mighty lion roared."", ""B1"": ""They built a mighty empire."", ""B2"": ""The river is a mighty force of nature."", ""C1"": ""She struck the ball with a mighty blow."", ""C2"": ""Even the mighty corporations can fall during a crisis.""}","[""high and mighty"", ""mighty warrior"", ""mighty blow"", ""almighty God""]","[""powerful"", ""strong"", ""potent"", ""robust""]","[""weak"", ""feeble"", ""puny""]","{""en"": [""might"", ""power"", ""strength"", ""force""], ""ar"": [""قوة"", ""سلطة"", ""شدة"", ""جبروت""]}","{""noun"":""might"",""adj"":""mighty"",""adv"":""mightily""}",عظيم,puissant,mächtig,poderoso,强大的 (Qiángdà de),могущественный,poderoso,強力な (Kyōryoku na),potente,kudretli,C1_11,CEFR_C1,False
5486,distress,noun,C1,1,5486,5,8,dɪˈstrɛs,dɪˈstres,دِسْتْرِس,Miḥnah / Karb,dis•tress,"Extreme anxiety, sorrow, or pain.",حالة صعبة جداً من الحزن أو القلق أو الألم. كرب شديد.,Also used in 'distress signal' (SOS) for ships or planes in danger.,Feelings & Emotions,Emotion,"[""#Pain"", ""#Sadness"", ""#Emergency"", ""#Suffering""]",Neutral,'Dis-stress'.. عكس الراحة، يعني 'Stress' ضغط عالي جداً واصل لمرحلة الكرب.,"{""A1"": ""The baby is in distress."", ""A2"": ""She cried in distress."", ""B1"": ""The ship sent a distress signal."", ""B2"": ""His financial distress forced him to sell the house."", ""C1"": ""The famine caused widespread distress in the region."", ""C2"": ""The emotional distress caused by the trauma was severe.""}","[""in distress"", ""distress signal"", ""emotional distress"", ""cause distress""]","[""anguish"", ""suffering"", ""pain"", ""agony""]","[""comfort"", ""happiness"", ""peace""]","{""en"": [""stress"", ""distressed"", ""distressing""], ""ar"": [""ضغط"", ""مكروب"", ""مؤلم""]}","{""noun"": ""distress"", ""verb"": ""distress"", ""adj"": ""distressed"", ""adv"": ""distressingly""}",محنة / كرب,détresse,Not,angustia,痛苦 (Tòngkǔ),бедствие,angústia,苦悩 (Kunō),angoscia,sıkıntı,C1_16,CEFR_C1,False
4545,petty,adj,C2,0,4545,4,10,ˈpɛti,,بِتِي,Tāfih / Ṣaghīr,pet•ty,Of little importance; trivial.,حاجة صغيرة وتافهة مش مستاهلة الاهتمام. وممكن تتقال على الشخص اللي بيدقق في التفاصيل التافهة.,Common in legal terms 'petty crime' and insults 'don't be so petty'.,Actions & Processes,Attribute,"[""#Trivial"", ""#Small"", ""#Behavior""]",Neutral,زي 'Pet'. المشاكل الـ 'Petty' صغيرة زي الـ 'Pet' ومفروض منعملش منها قصة.,"{""A1"": ""It was a petty problem."", ""A2"": ""They argue about petty things."", ""B1"": ""He was arrested for petty theft."", ""B2"": ""Don't be so petty and forgive him."", ""C1"": ""She complained about petty regulations and bureaucracy."", ""C2"": ""His petty vindictiveness alienated all his friends.""}","[""petty crime"", ""petty cash"", ""petty argument"", ""petty jealousy""]","[""trivial"", ""minor"", ""insignificant"", ""small-minded""]","[""major"", ""significant"", ""important""]","{""en"": [""pettiness"", ""small""], ""ar"": [""تفاهة"", ""صغير""]}","{""noun"":""pettiness"",""adj"":""petty"",""adv"":""pettily""}",تافه / صغير,mesquin / petit,belanglos / kleinlich,mezquino / insignificante,琐碎的 (Suǒsuì de),мелкий / мелочный,mesquinho / insignificante,些細な (Sasaina),meschino / spicciolo,önemsiz / küçük,C2_01,CEFR_C2,False
7050,incline,noun,C2,0,7050,5,8,ˈɪnklaɪn,,إنكلاين,Munḥadar / Mayl,in•cline,"A slope, especially on a road or railway.",منحدر أو مطلع، طريق مايل طالع أو نازل.,Noun stress is on first syllable (IN-cline). Verb stress on second (in-CLINE).,Objects & Tools,Place,"[""#Slope"", ""#Road"", ""#Angle""]",Neutral,الفعل 'Incline' يعني يميل.. فالاسم هو الميل أو المنحدر نفسه.,"{""A1"": ""Not used in A1."", ""A2"": ""The car went up the hill."", ""B1"": ""The road has a slight incline."", ""B2"": ""We walked up a steep incline."", ""C1"": ""The railway was built on a dangerous incline."", ""C2"": ""The geological survey measured the precise angle of the incline.""}","[""steep incline"", ""slight incline"", ""sharp incline""]","[""slope"", ""gradient"", ""ramp"", ""slant""]","[""flat"", ""level""]","{""en"": [""inclination"", ""lean"", ""tilt""], ""ar"": [""ميل"", ""يميل"", ""انحراف""]}","{""noun"":""incline"",""verb"":""incline"",""adj"":""inclined""}",مُنْحَدَر,pente,Steigung,pendiente,斜坡 (Xiépō),наклон,inclinação,勾配 (Kōbai),pendenza,eğim,C2_03,CEFR_C2,False
7157,amorphous,adj,C2,0,7157,6,9,əˈmɔɹfəs,əˈmɔːfəs,أَمُورْفَس,ʿAdīm al-shakl,amor•phous,Without a clearly defined shape or form.,عديم الشكل أو غير متبلور.. حاجة ملهاش شكل محدد، زي السحاب أو العجينة.,Used in science (amorphous solid) and figuratively (amorphous organization).,General / Common,Attribute,"[""#Shape"", ""#Science"", ""#Form""]",Formal,حرف 'A' للنفي + 'Morph' 'شكل'.. يعني ملوش 'Morph' 'شكل' محدد,"{""A1"": ""The cloud was amorphous."", ""A2"": ""It looked like an amorphous blob."", ""B1"": ""Glass is an amorphous solid."", ""B2"": ""The crowd was an amorphous mass of people."", ""C1"": ""His plans for the future are still quite amorphous."", ""C2"": ""The political movement remained amorphous and lacked clear leadership.""}","[""amorphous shape"", ""amorphous mass"", ""amorphous solid""]","[""shapeless"", ""formless"", ""vague"", ""unstructured""]","[""shaped"", ""definite"", ""structured""]","{""en"": [""morph"", ""morphology""], ""ar"": [""يتحول"", ""علم التشكل""]}","{""adj"":""amorphous"",""adv"":""amorphously""}",غير متبلور / بلا شكل,amorphe,amorph,amorfo,无定形的 (Wúdìngxíng de),аморфный,amorfo,無定形の (Muteikei no),amorfo,biçimsiz,C2_03,CEFR_C2,False
